Symbol Name (Lots),Entry Price,Target Price,Profit/Loss,Strategy,Strategy Description,Trading Session,,Lots,Event Type,Event Name,Event Impact,Stoploss,Volumne,Volume,Volatility,Live sentiment,Entry Timestamp,Target Timestamp
XAUUSD,1987.06,1998.83,11.77,Scalping,Scalp short dips,London Session,,0.01,,,,1983.92,50199,50202,2.99,Neutral,,
XAUUSD,1918.13,1936.64,18.51,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1916.77,99224,98780,2.99,Bullish,,
XAUUSD,1873.99,1878.02,4.03,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1869.65,85291,85282,2.63,Neutral,,
XAUUSD,1861.55,1858.87,-2.68,Scalping,Scalp short dips,London Session,,0.01,,,,1859.27,21643,22070,0.82,Bearish,,
XAUUSD,1891.01,1885.08,-5.93,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1889.26,93129,92734,3.02,Bearish,,
XAUUSD,1896.79,1914.32,17.53,Scalping,Scalp short dips,London Session,,0.01,,,,1895.63,12520,12784,2.51,Bearish,,
XAUUSD,1856.05,1859.67,3.62,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1852.69,81928,81838,2.59,Bullish,,
XAUUSD,1871.99,1864.01,-7.98,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1868.28,38682,38837,1.59,Bearish,,
XAUUSD,1900.12,1917.88,17.76,Momentum,Follow momentum trend,New York Session,,0.01,,,,1899.05,87919,87679,3.14,Bullish,,
XAUUSD,1996.21,2002.41,6.2,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1993.16,86938,86597,2.68,Neutral,,
XAUUSD,1980.91,1989.95,9.04,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1979,80787,80447,0.84,Bearish,,
XAUUSD,1959.28,1978.14,18.86,Momentum,Follow momentum trend,London Session,,0.01,,,,1955.7,79213,78783,1.72,Bearish,,
XAUUSD,1910.15,1925.77,15.62,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1908.45,31163,30849,3.16,Bearish,,
XAUUSD,1855.78,1864.92,9.14,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1852.02,9011,9175,0.64,Neutral,,
XAUUSD,1927.45,1932.78,5.33,Scalping,Scalp short dips,New York Session,,0.01,,,,1924.9,40895,41277,3.38,Bearish,,
XAUUSD,1869.08,1869.64,0.56,Reversal,Enter on reversal signals,London Session,,0.01,,,,1864.33,18179,18493,2.54,Bullish,,
XAUUSD,1881,1897.83,16.83,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1879.45,69800,69985,2.39,Neutral,,
XAUUSD,1950.42,1960.18,9.76,Scalping,Scalp short dips,London Session,,0.01,,,,1948.06,35264,34874,1.31,Neutral,,
XAUUSD,1889.55,1900.4,10.85,Reversal,Enter on reversal signals,London Session,,0.01,,,,1888.1,97585,97374,1.25,Neutral,,
XAUUSD,1957.07,1961.71,4.64,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1952.37,64456,64266,3.33,Neutral,,
XAUUSD,1975.38,1990.31,14.93,Reversal,Enter on reversal signals,London Session,,0.01,,,,1970.87,82426,82176,1.39,Neutral,,
XAUUSD,1864.99,1880.22,15.23,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1862.96,14120,14135,2.83,Bullish,,
XAUUSD,1912.14,1925.59,13.45,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1908.5,86339,86375,1.68,Neutral,,
XAUUSD,1903.77,1915.08,11.31,Scalping,Scalp short dips,New York Session,,0.01,,,,1899.5,92353,92210,0.92,Bearish,,
XAUUSD,1932.09,1949.75,17.66,Reversal,Enter on reversal signals,London Session,,0.01,,,,1928.87,49219,49073,0.53,Neutral,,
XAUUSD,1938.5,1943.28,4.78,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1935.38,61019,61348,2.13,Neutral,,
XAUUSD,1932.24,1927.75,-4.49,Momentum,Follow momentum trend,London Session,,0.01,,,,1930.27,76716,77005,3.43,Neutral,,
XAUUSD,1912.63,1909.71,-2.92,Scalping,Scalp short dips,London Session,,0.01,,,,1911.26,18309,18117,1.61,Neutral,,
XAUUSD,1940.49,1937.71,-2.78,Momentum,Follow momentum trend,New York Session,,0.01,,,,1935.9,50754,51168,1.57,Neutral,,
XAUUSD,1975.89,1983.01,7.12,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1971.29,40468,40921,1.53,Bullish,,
XAUUSD,1863.38,1861.97,-1.41,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1859.85,15491,15318,2.06,Bullish,,
XAUUSD,1989.42,2004.18,14.76,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1987.06,37386,37240,1.82,Neutral,,
XAUUSD,1991.16,2009.55,18.39,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1988.76,7749,7755,3.14,Bullish,,
XAUUSD,1982.36,1987.61,5.25,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1978.46,3555,3996,2.02,Bearish,,
XAUUSD,1958.74,1973.52,14.78,Momentum,Follow momentum trend,London Session,,0.01,,,,1954.15,14381,14757,2.02,Neutral,,
XAUUSD,1883.06,1878.3,-4.76,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1878.51,96348,95951,0.92,Bearish,,
XAUUSD,1928.92,1931.62,2.7,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1924.8,55403,55296,3.45,Bearish,,
XAUUSD,1951.91,1956.62,4.71,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1948.34,96616,96669,1.25,Neutral,,
XAUUSD,1862.23,1874.74,12.51,Momentum,Follow momentum trend,New York Session,,0.01,,,,1860.89,43817,43820,0.72,Bearish,,
XAUUSD,1973.58,1966.06,-7.52,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1971.93,31870,31564,2.49,Bearish,,
XAUUSD,1891.73,1893.2,1.47,Momentum,Follow momentum trend,London Session,,0.01,,,,1887.14,51108,51467,2.29,Bearish,,
XAUUSD,1858.27,1854.77,-3.5,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1854.84,44512,44689,1.75,Neutral,,
XAUUSD,1939.57,1934.02,-5.55,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1938.53,11461,11799,1.77,Neutral,,
XAUUSD,1963.85,1964.13,0.28,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1962.44,64442,64801,2.86,Bearish,,
XAUUSD,1887.33,1881.56,-5.77,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1883.68,22388,22636,1.09,Neutral,,
XAUUSD,1976.75,1985.41,8.66,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1975.73,62339,62278,2.96,Neutral,,
XAUUSD,1953.56,1949.45,-4.11,Momentum,Follow momentum trend,London Session,,0.01,,,,1951.92,65370,65481,2.45,Bearish,,
XAUUSD,1994.43,2005.22,10.79,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1991.24,16050,15710,1.76,Neutral,,
XAUUSD,1912.45,1928.07,15.62,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1908.68,7074,7248,1.87,Bullish,,
XAUUSD,1896.68,1906.87,10.19,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1893.07,78295,77974,1.27,Neutral,,
XAUUSD,1979.32,1999.03,19.71,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1977.42,46520,46714,2.76,Bullish,,
XAUUSD,1851.28,1848.87,-2.41,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1847.43,6758,6488,2.04,Bearish,,
XAUUSD,1959.34,1960.02,0.68,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1957.39,99492,99110,1.46,Neutral,,
XAUUSD,1997.08,1996.76,-0.32,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1994.78,6720,6385,2.29,Bearish,,
XAUUSD,1916.26,1916.31,0.05,Momentum,Follow momentum trend,New York Session,,0.01,,,,1912.27,69808,69310,3.49,Bearish,,
XAUUSD,1979.23,1985.75,6.52,Scalping,Scalp short dips,New York Session,,0.01,,,,1975.63,98384,98603,1.81,Bearish,,
XAUUSD,1855.14,1860.38,5.24,Momentum,Follow momentum trend,London Session,,0.01,,,,1850.74,24679,24911,3.26,Bearish,,
XAUUSD,1896.53,1892.1,-4.43,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1892.9,15083,15098,1.54,Bearish,,
XAUUSD,1954.7,1947.35,-7.35,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1951.43,13017,12678,0.66,Neutral,,
XAUUSD,1996.53,2014.57,18.04,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1995.16,31024,30608,1.11,Bullish,,
XAUUSD,1892.11,1908.18,16.07,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1889.64,11004,10523,1.76,Neutral,,
XAUUSD,1890.22,1904.14,13.92,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1888.16,69524,69190,1.16,Neutral,,
XAUUSD,1927.67,1934.44,6.77,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1925.69,7167,7558,0.5,Neutral,,
XAUUSD,1920.02,1920.26,0.24,Reversal,Enter on reversal signals,London Session,,0.01,,,,1915.13,51433,51175,3.25,Neutral,,
XAUUSD,1927.89,1937.69,9.8,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1925.32,99673,99527,3.03,Bullish,,
XAUUSD,1921.88,1929.32,7.44,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1917.31,81583,81188,2.73,Neutral,,
XAUUSD,1918.46,1925.75,7.29,Scalping,Scalp short dips,London Session,,0.01,,,,1914.94,61907,61629,1,Bearish,,
XAUUSD,1852.75,1852.96,0.21,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1848.57,31319,31338,0.86,Neutral,,
XAUUSD,1885.12,1878.76,-6.36,Momentum,Follow momentum trend,London Session,,0.01,,,,1882.11,62766,62874,0.7,Neutral,,
XAUUSD,1878.86,1870.3,-8.56,Scalping,Scalp short dips,New York Session,,0.01,,,,1875.55,53177,52922,2.67,Bullish,,
XAUUSD,1883.04,1889.71,6.67,Scalping,Scalp short dips,London Session,,0.01,,,,1880.07,43182,42740,3.29,Bullish,,
XAUUSD,1993.91,1996.01,2.1,Scalping,Scalp short dips,New York Session,,0.01,,,,1992.13,13940,13831,1.79,Bearish,,
XAUUSD,1880.71,1875.85,-4.86,Scalping,Scalp short dips,London Session,,0.01,,,,1876.82,88774,88508,0.86,Neutral,,
XAUUSD,1869.17,1872.89,3.72,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1867.05,45529,45249,2.04,Neutral,,
XAUUSD,1864.77,1883.47,18.7,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1863.67,20268,20728,1.55,Neutral,,
XAUUSD,1872.71,1883.06,10.35,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1869.13,37408,37524,1.62,Bearish,,
XAUUSD,1939.82,1944.74,4.92,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1938.11,41999,42056,2.36,Bullish,,
XAUUSD,1953.46,1956.52,3.06,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1948.7,82926,82842,2.66,Bearish,,
XAUUSD,1920.68,1929.06,8.38,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1915.86,73628,73557,0.83,Neutral,,
XAUUSD,1978.02,1974.79,-3.23,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1973.36,77161,77202,0.61,Bullish,,
XAUUSD,1886.87,1899.73,12.86,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1884.39,2092,2288,3.48,Bullish,,
XAUUSD,1960.56,1977.01,16.45,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1959.5,42199,42401,1.2,Bearish,,
XAUUSD,1937.1,1937.85,0.75,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1932.39,48653,48325,0.66,Bullish,,
XAUUSD,1875.43,1873.37,-2.06,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1872.72,2900,2900,1.07,Bullish,,
XAUUSD,1981.42,1981.02,-0.4,Momentum,Follow momentum trend,New York Session,,0.01,,,,1976.55,26722,26634,0.62,Neutral,,
XAUUSD,1892.41,1885.22,-7.19,Scalping,Scalp short dips,New York Session,,0.01,,,,1887.56,76269,76640,1.68,Neutral,,
XAUUSD,1997.15,1992.84,-4.31,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1992.74,14574,14705,2.91,Bullish,,
XAUUSD,1875.35,1890.78,15.43,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1873.17,53996,54029,1.52,Bullish,,
XAUUSD,1971.48,1975.75,4.27,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1968.94,22305,21920,1.83,Bearish,,
XAUUSD,1865.73,1870.21,4.48,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1861.33,2200,2306,2.53,Bearish,,
XAUUSD,1872.99,1886.12,13.13,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1870.72,24879,24496,2.03,Bullish,,
XAUUSD,1939.26,1958.59,19.33,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1937.58,97612,97449,3.08,Neutral,,
XAUUSD,1942.58,1953.81,11.23,Momentum,Follow momentum trend,New York Session,,0.01,,,,1939.35,80352,79995,3.1,Bullish,,
XAUUSD,1867.47,1874.67,7.2,Momentum,Follow momentum trend,New York Session,,0.01,,,,1862.73,95998,96190,0.53,Bullish,,
XAUUSD,1918.48,1921.2,2.72,Scalping,Scalp short dips,New York Session,,0.01,,,,1914.7,49298,49004,2.83,Neutral,,
XAUUSD,1858.65,1857.83,-0.82,Scalping,Scalp short dips,London Session,,0.01,,,,1855.37,11864,11756,1.88,Neutral,,
XAUUSD,1917.94,1913.44,-4.5,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1916.55,55248,55644,3.47,Bearish,,
XAUUSD,1885.1,1900.13,15.03,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1881.64,45983,45687,1.95,Bearish,,
XAUUSD,1941.54,1942.06,0.52,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1936.58,84591,84599,3.46,Bearish,,
XAUUSD,1935.73,1936.95,1.22,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1934.17,10710,10629,2.76,Bearish,,
XAUUSD,1969.4,1965.55,-3.85,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1966.33,49336,48854,1.25,Neutral,,
XAUUSD,1979.45,1990,10.55,Momentum,Follow momentum trend,New York Session,,0.01,,,,1974.94,15855,16148,2.12,Bullish,,
XAUUSD,1990.78,1982.71,-8.07,Momentum,Follow momentum trend,London Session,,0.01,,,,1986.82,33143,32712,3.48,Bearish,,
XAUUSD,1932.51,1942.43,9.92,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1928.72,73998,73972,3.07,Bearish,,
XAUUSD,1943.32,1949.8,6.48,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1939.51,48126,48187,0.79,Neutral,,
XAUUSD,1929.33,1940.94,11.61,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1926.89,38213,38341,2.62,Neutral,,
XAUUSD,1901.49,1907.41,5.92,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1899.32,40053,40242,1.54,Bullish,,
XAUUSD,1869.9,1883.5,13.6,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1865.66,46485,46238,0.52,Bullish,,
XAUUSD,1894.16,1912.96,18.8,Momentum,Follow momentum trend,New York Session,,0.01,,,,1889.92,78717,78227,1.71,Neutral,,
XAUUSD,1980.91,1987.6,6.69,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1976.44,89316,89539,1.2,Bearish,,
XAUUSD,1925.17,1940.22,15.05,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1920.52,95578,95614,2.96,Bearish,,
XAUUSD,1998.03,2004.1,6.07,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1994.98,78903,79239,1.51,Bearish,,
XAUUSD,1947.78,1944.89,-2.89,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1944.77,32225,32546,2.98,Bullish,,
XAUUSD,1990.06,2009.24,19.18,Scalping,Scalp short dips,New York Session,,0.01,,,,1985.87,69125,69468,0.5,Bearish,,
XAUUSD,1998.15,2005.93,7.78,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1994.55,44323,44308,1.42,Bearish,,
XAUUSD,1974.89,1967.87,-7.02,Reversal,Enter on reversal signals,London Session,,0.01,,,,1971.08,26212,26046,1.22,Neutral,,
XAUUSD,1986.18,1983.12,-3.06,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1982,84246,84538,1.2,Bearish,,
XAUUSD,1895.19,1907.22,12.03,Scalping,Scalp short dips,New York Session,,0.01,,,,1890.63,4804,4755,0.7,Neutral,,
XAUUSD,1901.96,1917.65,15.69,Momentum,Follow momentum trend,London Session,,0.01,,,,1899.61,90274,89957,1.06,Bearish,,
XAUUSD,1888.32,1905.25,16.93,Momentum,Follow momentum trend,New York Session,,0.01,,,,1885.82,46686,47041,2.17,Bullish,,
XAUUSD,1859.27,1852.48,-6.79,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1857.89,64083,64466,1.37,Bearish,,
XAUUSD,1929.09,1927.89,-1.2,Momentum,Follow momentum trend,New York Session,,0.01,,,,1925.78,66276,66242,1.75,Bearish,,
XAUUSD,1950.66,1954.99,4.33,Scalping,Scalp short dips,New York Session,,0.01,,,,1949.52,89617,89193,1.63,Neutral,,
XAUUSD,1852.92,1869.61,16.69,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1850.06,64030,63918,3.13,Neutral,,
XAUUSD,1938.36,1929.16,-9.2,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1935.19,61779,62083,3.22,Neutral,,
XAUUSD,1914.97,1931.43,16.46,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1912.82,7599,8001,1.98,Bearish,,
XAUUSD,1946.63,1959.4,12.77,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1943.27,52322,52025,1.49,Bearish,,
XAUUSD,1853.25,1856.83,3.58,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1852.13,15867,15434,0.82,Bullish,,
XAUUSD,1890.02,1905.43,15.41,Momentum,Follow momentum trend,New York Session,,0.01,,,,1888.87,74006,74383,3.36,Bearish,,
XAUUSD,1907.76,1900.91,-6.85,Scalping,Scalp short dips,London Session,,0.01,,,,1903.47,51710,51599,0.68,Bullish,,
XAUUSD,1854.3,1852.15,-2.15,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1851.86,68343,68385,1.39,Neutral,,
XAUUSD,1965.04,1977.05,12.01,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1963.53,5126,5594,1.39,Neutral,,
XAUUSD,1938.01,1951.08,13.07,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1934.92,9394,8961,1.46,Neutral,,
XAUUSD,1879.25,1888.88,9.63,Momentum,Follow momentum trend,London Session,,0.01,,,,1875.17,71916,72064,0.99,Bullish,,
XAUUSD,1995.26,2008.93,13.67,Momentum,Follow momentum trend,New York Session,,0.01,,,,1993.4,8136,7710,2.85,Bearish,,
XAUUSD,1941.36,1944.7,3.34,Momentum,Follow momentum trend,London Session,,0.01,,,,1937.87,8054,7929,0.87,Neutral,,
XAUUSD,1926.09,1937.31,11.22,Reversal,Enter on reversal signals,London Session,,0.01,,,,1924.75,2199,2503,2.4,Bearish,,
XAUUSD,1970.36,1985.61,15.25,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1969.15,95694,95627,0.87,Bearish,,
XAUUSD,1959.46,1960.25,0.79,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1956.33,74013,74510,0.71,Neutral,,
XAUUSD,1942.46,1961.11,18.65,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1939.3,35972,36031,3.23,Bullish,,
XAUUSD,1894.23,1895.12,0.89,Scalping,Scalp short dips,London Session,,0.01,,,,1890.68,30357,30178,1.07,Bearish,,
XAUUSD,1950.19,1954.45,4.26,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1946.29,35621,35341,2.96,Neutral,,
XAUUSD,1873.02,1870.92,-2.1,Reversal,Enter on reversal signals,London Session,,0.01,,,,1868.12,77691,77542,2.13,Bearish,,
XAUUSD,1856.2,1847.65,-8.55,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1853.13,66476,66349,0.73,Bearish,,
XAUUSD,1904.98,1915.84,10.86,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1902.69,19334,18903,3.37,Bearish,,
XAUUSD,1962.45,1968.59,6.14,Momentum,Follow momentum trend,London Session,,0.01,,,,1958.27,18237,18107,1.24,Bearish,,
XAUUSD,1992.17,1992.81,0.64,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1990.09,10741,10705,3.08,Bearish,,
XAUUSD,1869.61,1863.45,-6.16,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1866.85,66370,66593,1.01,Bullish,,
XAUUSD,1857.27,1847.41,-9.86,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1855.96,76673,76830,3.06,Bullish,,
XAUUSD,1968.17,1963.53,-4.64,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1967.07,27240,27449,0.54,Neutral,,
XAUUSD,1936.76,1937.54,0.78,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1931.91,3074,2582,2.04,Bullish,,
XAUUSD,1886.98,1903,16.02,Scalping,Scalp short dips,London Session,,0.01,,,,1882.64,9135,8853,2.81,Bullish,,
XAUUSD,1920.71,1939.31,18.6,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1916.93,96818,96980,3.3,Bullish,,
XAUUSD,1866.64,1857.98,-8.66,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1864,30249,30233,3.23,Bearish,,
XAUUSD,1863.13,1882.58,19.45,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1861.44,77153,76658,2.96,Bearish,,
XAUUSD,1946.33,1952.51,6.18,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1944.7,62842,63146,3.16,Neutral,,
XAUUSD,1978.15,1990.17,12.02,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1976.15,38812,39085,1.1,Neutral,,
XAUUSD,1911.57,1910.31,-1.26,Scalping,Scalp short dips,London Session,,0.01,,,,1908.37,21363,21411,1.35,Neutral,,
XAUUSD,1884.55,1894.12,9.57,Momentum,Follow momentum trend,London Session,,0.01,,,,1880.69,13017,12583,1.37,Bearish,,
XAUUSD,1960.31,1963.41,3.1,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1956.67,61886,62153,1.63,Bullish,,
XAUUSD,1870.47,1877.06,6.59,Momentum,Follow momentum trend,New York Session,,0.01,,,,1868.35,77689,77773,1.68,Bullish,,
XAUUSD,1981.52,1994.58,13.06,Scalping,Scalp short dips,London Session,,0.01,,,,1976.7,64747,65029,2.13,Bearish,,
XAUUSD,1973.22,1976.07,2.85,Scalping,Scalp short dips,New York Session,,0.01,,,,1969.27,53500,53752,0.98,Neutral,,
XAUUSD,1888.97,1900.07,11.1,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1885.75,5153,5456,2.57,Neutral,,
XAUUSD,1970.08,1981.45,11.37,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1966.63,96880,96898,1,Neutral,,
XAUUSD,1866.78,1877.27,10.49,Scalping,Scalp short dips,New York Session,,0.01,,,,1864.1,80073,79713,1.43,Bearish,,
XAUUSD,1980.15,1975.17,-4.98,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1978.16,29989,30160,2.01,Neutral,,
XAUUSD,1879.03,1879.92,0.89,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1876.61,98017,98137,2.89,Neutral,,
XAUUSD,1954.88,1972.53,17.65,Scalping,Scalp short dips,New York Session,,0.01,,,,1950.85,60586,60828,2.72,Bearish,,
XAUUSD,1893.2,1892.17,-1.03,Momentum,Follow momentum trend,New York Session,,0.01,,,,1892.14,58660,58330,2.44,Bullish,,
XAUUSD,1879.51,1877.35,-2.16,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1878.05,75059,74754,0.97,Bearish,,
XAUUSD,1957.82,1951.9,-5.92,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1956.64,81365,81755,2.14,Bearish,,
XAUUSD,1952.47,1964.1,11.63,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1951.31,65991,66241,0.76,Bearish,,
XAUUSD,1979.58,1971.79,-7.79,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1975.16,13681,14089,1.63,Bearish,,
XAUUSD,1957.28,1950.29,-6.99,Momentum,Follow momentum trend,London Session,,0.01,,,,1953.47,34488,34747,1.74,Bullish,,
XAUUSD,1905.37,1905.32,-0.05,Reversal,Enter on reversal signals,London Session,,0.01,,,,1902.47,92880,92977,0.62,Neutral,,
XAUUSD,1918.04,1913.28,-4.76,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1916.65,23237,23391,1.32,Bearish,,
XAUUSD,1855.65,1848.56,-7.09,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1852.68,37845,38234,3.37,Bullish,,
XAUUSD,1918.25,1918.47,0.22,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1915.36,43776,43855,3.36,Neutral,,
XAUUSD,1923.36,1930.91,7.55,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1921.67,44501,44633,1.56,Neutral,,
XAUUSD,1964.6,1976.43,11.83,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1961.86,61681,61337,0.63,Neutral,,
XAUUSD,1900.02,1899.98,-0.04,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1897.43,94365,94339,1.04,Bearish,,
XAUUSD,1967.06,1958.79,-8.27,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1963.6,24829,25045,1.68,Bearish,,
XAUUSD,1874.43,1868.96,-5.47,Scalping,Scalp short dips,New York Session,,0.01,,,,1870.89,13029,12800,3.34,Neutral,,
XAUUSD,1908.47,1913.71,5.24,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1907.29,20550,20252,0.92,Neutral,,
XAUUSD,1989.57,2008.83,19.26,Momentum,Follow momentum trend,London Session,,0.01,,,,1987.07,88806,88620,2.79,Neutral,,
XAUUSD,1872.54,1889.48,16.94,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1869.04,64935,64677,0.83,Neutral,,
XAUUSD,1988.92,1995.05,6.13,Scalping,Scalp short dips,London Session,,0.01,,,,1985.91,29305,29020,3.44,Neutral,,
